trackid,track_name,composer,seconds,duracion,bytes,unitprice,albumid,album_title,artistid,artist_name,genreid,genre_name,mediatypeid,mediatype_name,last_update
2568,Black Light Syndrome,"Terry Bozzio, Steve Stevens, Tony Levin",526,08:46,17300835,0.99,208,[1997] Black Light Syndrome,136,"Terry Bozzio, Tony Levin & Steve Stevens",1,Rock,1,MPEG audio file,2023-01-04 12:05:38.058445+00
2569,Falling in Circles,"Terry Bozzio, Steve Stevens, Tony Levin",549,09:09,18263248,0.99,208,[1997] Black Light Syndrome,136,"Terry Bozzio, Tony Levin & Steve Stevens",1,Rock,1,MPEG audio file,2023-01-04 12:05:38.061586+00
2570,Book of Hours,"Terry Bozzio, Steve Stevens, Tony Levin",583,09:43,19464726,0.99,208,[1997] Black Light Syndrome,136,"Terry Bozzio, Tony Levin & Steve Stevens",1,Rock,1,MPEG audio file,2023-01-04 12:05:38.063215+00
2571,Chaos-Control,"Terry Bozzio, Steve Stevens, Tony Levin",529,08:49,17455568,0.99,208,[1997] Black Light Syndrome,136,"Terry Bozzio, Tony Levin & Steve Stevens",1,Rock,1,MPEG audio file,2023-01-04 12:05:38.064728+00
2572,Midnight From The Inside Out,Chris Robinson/Rich Robinson,286,04:46,9442157,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.065936+00
2573,Sting Me,Chris Robinson/Rich Robinson,268,04:28,8813561,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.067021+00
2574,Thick & Thin,Chris Robinson/Rich Robinson,222,03:42,7284377,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.068073+00
2575,Greasy Grass River,Chris Robinson/Rich Robinson,218,03:38,7157045,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.069133+00
2576,Sometimes Salvation,Chris Robinson/Rich Robinson,389,06:29,12749424,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.070846+00
2577,Cursed Diamonds,Chris Robinson/Rich Robinson,368,06:08,12047978,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.072268+00
2578,Miracle To Me,Chris Robinson/Rich Robinson,372,06:12,12222116,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.073396+00
2579,Wiser Time,Chris Robinson/Rich Robinson,459,07:39,15161907,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.074913+00
2580,Girl From A Pawnshop,Chris Robinson/Rich Robinson,404,06:44,13250848,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.076585+00
2581,Cosmic Fiend,Chris Robinson/Rich Robinson,308,05:08,10115556,0.99,209,Live [Disc 1],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.077722+00
2582,Black Moon Creeping,Chris Robinson/Rich Robinson,359,05:59,11740886,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.078847+00
2583,High Head Blues,Chris Robinson/Rich Robinson,371,06:11,12227998,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.079938+00
2584,Title Song,Chris Robinson/Rich Robinson,505,08:25,16501316,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.081014+00
2585,She Talks To Angels,Chris Robinson/Rich Robinson,361,06:01,11837342,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.082104+00
2586,Twice As Hard,Chris Robinson/Rich Robinson,275,04:35,9008067,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.083169+00
2587,Lickin',Chris Robinson/Rich Robinson,314,05:14,10331216,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.08422+00
2588,Soul Singing,Chris Robinson/Rich Robinson,233,03:53,7672489,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.085311+00
2589,Hard To Handle,A.Isbell/A.Jones/O.Redding,206,03:26,6786304,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.086678+00
2590,Remedy,Chris Robinson/Rich Robinson,337,05:37,11049098,0.99,210,Live [Disc 2],137,The Black Crowes,6,Blues,1,MPEG audio file,2023-01-04 12:05:38.088633+00
2591,White Riot,Joe Strummer/Mick Jones,118,01:58,3922819,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.090121+00
2592,Remote Control,Joe Strummer/Mick Jones,180,03:00,5949647,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.092085+00
2593,Complete Control,Joe Strummer/Mick Jones,192,03:12,6272081,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.093198+00
2594,Clash City Rockers,Joe Strummer/Mick Jones,227,03:47,7555054,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.094274+00
2595,(White Man) In Hammersmith Palais,Joe Strummer/Mick Jones,240,04:00,7883532,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.095368+00
2596,Tommy Gun,Joe Strummer/Mick Jones,195,03:15,6399872,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.096432+00
2597,English Civil War,Mick Jones/Traditional arr. Joe Strummer,156,02:36,5111226,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.097486+00
2598,I Fought The Law,Sonny Curtis,159,02:39,5245258,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.098522+00
2599,London Calling,Joe Strummer/Mick Jones,199,03:19,6569007,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.099572+00
2600,Train In Vain,Joe Strummer/Mick Jones,189,03:09,6329877,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.100618+00
2601,Bankrobber,Joe Strummer/Mick Jones,272,04:32,9067323,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.101664+00
2602,The Call Up,The Clash,324,05:24,10746937,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.102794+00
2603,Hitsville UK,The Clash,261,04:21,8606887,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.104828+00
2604,The Magnificent Seven,The Clash,268,04:28,8889821,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.107315+00
2605,This Is Radio Clash,The Clash,249,04:09,8366573,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.10879+00
2606,Know Your Rights,The Clash,217,03:37,7195726,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.110238+00
2607,Rock The Casbah,The Clash,222,03:42,7361500,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.111465+00
2608,Should I Stay Or Should I Go,The Clash,187,03:07,6188688,0.99,211,The Singles,138,The Clash,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.112557+00
2609,War (The Process),Billy Duffy/Ian Astbury,252,04:12,8254842,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.113625+00
2610,The Saint,Billy Duffy/Ian Astbury,216,03:36,7061584,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.114659+00
2611,Rise,Billy Duffy/Ian Astbury,219,03:39,7106195,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.115696+00
2612,Take The Power,Billy Duffy/Ian Astbury,235,03:55,7650012,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.116717+00
2613,Breathe,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,299,04:59,9742361,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.117757+00
2614,Nico,Billy Duffy/Ian Astbury,289,04:49,9412323,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.11879+00
2615,American Gothic,Billy Duffy/Ian Astbury,236,03:56,7739840,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.120125+00
2616,Ashes And Ghosts,Billy Duffy/Bob Rock/Ian Astbury,300,05:00,9787692,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.123058+00
2617,Shape The Sky,Billy Duffy/Ian Astbury,209,03:29,6885647,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.124275+00
2618,Speed Of Light,Billy Duffy/Bob Rock/Ian Astbury,262,04:22,8563352,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.125363+00
2619,True Believers,Billy Duffy/Ian Astbury,308,05:08,9981359,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.126421+00
2620,My Bridges Burn,Billy Duffy/Ian Astbury,231,03:51,7571370,0.99,212,Beyond Good And Evil,139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.127493+00
2621,She Sells Sanctuary,,253,04:13,8368634,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.128545+00
2622,Fire Woman,,312,05:12,10196995,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.129609+00
2623,Lil' Evil,,165,02:45,5419655,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.130661+00
2624,Spirit Walker,,230,03:50,7555897,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.131744+00
2625,The Witch,,258,04:18,8725403,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.132798+00
2626,Revolution,,256,04:16,8371254,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.133875+00
2627,Wild Hearted Son,,266,04:26,8670550,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.134963+00
2628,Love Removal Machine,,257,04:17,8412167,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.136143+00
2629,Rain,,236,03:56,7788461,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.140466+00
2630,Edie (Ciao Baby),,241,04:01,7846177,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.141892+00
2631,Heart Of Soul,,274,04:34,8967257,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.142972+00
2632,Love,,326,05:26,10729824,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.144026+00
2633,Wild Flower,,215,03:35,7084321,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.145072+00
2634,Go West,,238,03:58,7777749,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.146109+00
2635,Resurrection Joe,,255,04:15,8532840,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.147135+00
2636,Sun King,,368,06:08,12010865,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.148166+00
2637,Sweet Soul Sister,,212,03:32,6889883,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.149201+00
2638,Earth Mofo,,282,04:42,9204581,0.99,213,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",139,The Cult,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.15023+00
2639,Break on Through,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",149,02:29,4943144,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.151296+00
2640,Soul Kitchen,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",215,03:35,7040865,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.15308+00
2641,The Crystal Ship,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",154,02:34,5052658,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.156011+00
2642,Twentienth Century Fox,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",153,02:33,5069211,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.157492+00
2643,Alabama Song,Weill-Brecht,200,03:20,6563411,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.158677+00
2644,Light My Fire,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",428,07:08,13963351,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.159755+00
2645,Back Door Man,"Willie Dixon, C. Burnett",214,03:34,7035636,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.160823+00
2646,I Looked At You,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",142,02:22,4663988,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.161876+00
2647,End Of The Night,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",172,02:52,5589732,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.162911+00
2648,Take It As It Comes,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",137,02:17,4512656,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.163942+00
2649,The End,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",701,11:41,22927336,0.99,214,The Doors,140,The Doors,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.164981+00
2650,Roxanne,G M Sumner,192,03:12,6330159,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.166013+00
2651,Can't Stand Losing You,G M Sumner,181,03:01,5971983,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.167062+00
2652,Message in a Bottle,G M Sumner,291,04:51,9647829,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.168394+00
2653,Walking on the Moon,G M Sumner,302,05:02,10019861,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.17073+00
2654,Don't Stand so Close to Me,G M Sumner,241,04:01,7956658,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.172618+00
2655,"De Do Do Do, De Da Da Da",G M Sumner,247,04:07,8227075,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.173851+00
2656,Every Little Thing She Does is Magic,G M Sumner,261,04:21,8646853,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.174942+00
2657,Invisible Sun,G M Sumner,225,03:45,7304320,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.176013+00
2658,Spirit's in the Material World,G M Sumner,181,03:01,5986622,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.177057+00
2659,Every Breath You Take,G M Sumner,254,04:14,8364520,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.178134+00
2660,King Of Pain,G M Sumner,300,05:00,9880303,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.179173+00
2661,Wrapped Around Your Finger,G M Sumner,315,05:15,10361490,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.180204+00
2662,Don't Stand So Close to Me '86,G M Sumner,293,04:53,9636683,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.181227+00
2663,Message in a Bottle (new classic rock mix),G M Sumner,290,04:50,9640349,0.99,215,The Police Greatest Hits,141,The Police,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.182294+00
2664,Time Is On My Side,Jerry Ragavoy,179,02:59,5855836,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.183339+00
2665,Heart Of Stone,Jagger/Richards,164,02:44,5329538,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.185323+00
2666,Play With Fire,Nanker Phelge,132,02:12,4265297,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.187733+00
2667,Satisfaction,Jagger/Richards,226,03:46,7398766,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.189459+00
2668,As Tears Go By,Jagger/Richards/Oldham,164,02:44,5357350,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.190681+00
2669,Get Off Of My Cloud,Jagger/Richards,176,02:56,5719514,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.191781+00
2670,Mother's Little Helper,Jagger/Richards,167,02:47,5422434,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.192839+00
2671,19th Nervous Breakdown,Jagger/Richards,237,03:57,7742984,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.193912+00
2672,Paint It Black,Jagger/Richards,226,03:46,7442888,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.194972+00
2673,Under My Thumb,Jagger/Richards,221,03:41,7371799,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.196013+00
2674,Ruby Tuesday,Jagger/Richards,197,03:17,6433467,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.197064+00
2675,Let's Spend The Night Together,Jagger/Richards,217,03:37,7137048,0.99,216,"Hot Rocks, 1964-1971 (Disc 1)",142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.198115+00
2676,Intro,Jagger/Richards,49,00:49,1618591,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.199259+00
2677,You Got Me Rocking,Jagger/Richards,205,03:25,6734385,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.201376+00
2678,Gimmie Shelters,Jagger/Richards,382,06:22,12528764,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.202646+00
2679,Flip The Switch,Jagger/Richards,252,04:12,8336591,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.20478+00
2680,Memory Motel,Jagger/Richards,365,06:05,11982431,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.206479+00
2681,Corinna,Jesse Ed Davis III/Taj Mahal,257,04:17,8449471,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.207623+00
2682,Saint Of Me,Jagger/Richards,325,05:25,10725160,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.208765+00
2683,Wainting On A Friend,Jagger/Richards,302,05:02,9978046,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.209847+00
2684,Sister Morphine,Faithfull/Jagger/Richards,376,06:16,12345289,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.210908+00
2685,Live With Me,Jagger/Richards,234,03:54,7709006,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.211984+00
2686,Respectable,Jagger/Richards,215,03:35,7099669,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.213075+00
2687,Thief In The Night,De Beauport/Jagger/Richards,337,05:37,10952756,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.214134+00
2688,The Last Time,Jagger/Richards,287,04:47,9498758,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.215971+00
2689,Out Of Control,Jagger/Richards,479,07:59,15749289,0.99,217,No Security,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.217257+00
2690,Love Is Strong,Jagger/Richards,230,03:50,7639774,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.2183+00
2691,You Got Me Rocking,Jagger/Richards,215,03:35,7162159,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.219452+00
2692,Sparks Will Fly,Jagger/Richards,196,03:16,6492847,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.221427+00
2693,The Worst,Jagger/Richards,144,02:24,4750094,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.222681+00
2694,New Faces,Jagger/Richards,172,02:52,5689122,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.223773+00
2695,Moon Is Up,Jagger/Richards,222,03:42,7366316,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.224835+00
2696,Out Of Tears,Jagger/Richards,327,05:27,10677236,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.22592+00
2697,I Go Wild,Jagger/Richards,264,04:24,8630833,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.22698+00
2698,Brand New Car,Jagger/Richards,256,04:16,8459344,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.228039+00
2699,Sweethearts Together,Jagger/Richards,285,04:45,9550459,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.229082+00
2700,Suck On The Jugular,Jagger/Richards,268,04:28,8920566,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.230176+00
2701,Blinded By Rainbows,Jagger/Richards,273,04:33,8971343,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.232418+00
2702,Baby Break It Down,Jagger/Richards,249,04:09,8197309,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.233615+00
2703,Thru And Thru,Jagger/Richards,375,06:15,12175406,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.234724+00
2704,Mean Disposition,Jagger/Richards,249,04:09,8273602,0.99,218,Voodoo Lounge,142,The Rolling Stones,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.235849+00
2705,Walking Wounded,The Tea Party,277,04:37,9184345,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.237883+00
2706,Temptation,The Tea Party,205,03:25,6711943,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.239479+00
2707,The Messenger,Daniel Lanois,212,03:32,6975437,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.240601+00
2708,Psychopomp,The Tea Party,315,05:15,10295199,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.241686+00
2709,Sister Awake,The Tea Party,343,05:43,11299407,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.242737+00
2710,The Bazaar,The Tea Party,222,03:42,7245691,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.243806+00
