invoicelineid,invoiceid,trackid,unitprice,quantity,line_total,last_update
9386,2577,1893,0.99,1,0.99,2023-01-04 12:05:54.328676+00
9387,2577,2651,0.99,1,0.99,2023-01-04 12:05:54.329253+00
9388,2577,226,0.99,1,0.99,2023-01-04 12:05:54.32983+00
9389,2577,1043,0.99,1,0.99,2023-01-04 12:05:54.330403+00
9390,2578,2214,0.99,1,0.99,2023-01-04 12:05:54.330982+00
9391,2578,2380,0.99,1,0.99,2023-01-04 12:05:54.331547+00
9392,2579,2100,0.99,1,0.99,2023-01-04 12:05:54.332123+00
9393,2579,1994,0.99,1,0.99,2023-01-04 12:05:54.332699+00
9394,2579,37,0.99,1,0.99,2023-01-04 12:05:54.333267+00
9395,2579,161,0.99,1,0.99,2023-01-04 12:05:54.333849+00
9396,2580,505,0.99,1,0.99,2023-01-04 12:05:54.334418+00
9397,2580,855,0.99,1,0.99,2023-01-04 12:05:54.334995+00
9398,2580,2940,0.99,1,0.99,2023-01-04 12:05:54.335568+00
9399,2581,1692,0.99,1,0.99,2023-01-04 12:05:54.336136+00
9400,2581,881,0.99,1,0.99,2023-01-04 12:05:54.336711+00
9401,2581,2589,0.99,1,0.99,2023-01-04 12:05:54.337484+00
9402,2581,2498,0.99,1,0.99,2023-01-04 12:05:54.340271+00
9403,2581,143,0.99,1,0.99,2023-01-04 12:05:54.341369+00
9404,2582,1185,0.99,1,0.99,2023-01-04 12:05:54.342056+00
9405,2582,443,0.99,1,0.99,2023-01-04 12:05:54.342695+00
9406,2582,2040,0.99,1,0.99,2023-01-04 12:05:54.343287+00
9407,2582,2557,0.99,1,0.99,2023-01-04 12:05:54.343872+00
9408,2583,2896,1.99,1,1.99,2023-01-04 12:05:54.344459+00
9409,2583,336,0.99,1,0.99,2023-01-04 12:05:54.345036+00
9410,2584,828,0.99,1,0.99,2023-01-04 12:05:54.345609+00
9411,2584,2538,0.99,1,0.99,2023-01-04 12:05:54.346186+00
9412,2585,681,0.99,1,0.99,2023-01-04 12:05:54.346756+00
9413,2585,1985,0.99,1,0.99,2023-01-04 12:05:54.347333+00
9414,2585,2790,0.99,1,0.99,2023-01-04 12:05:54.347897+00
9415,2586,13,0.99,1,0.99,2023-01-04 12:05:54.34847+00
9416,2586,473,0.99,1,0.99,2023-01-04 12:05:54.349042+00
9417,2586,893,0.99,1,0.99,2023-01-04 12:05:54.349613+00
9418,2586,1131,0.99,1,0.99,2023-01-04 12:05:54.350203+00
9419,2586,2449,0.99,1,0.99,2023-01-04 12:05:54.350782+00
9420,2586,3,0.99,1,0.99,2023-01-04 12:05:54.351354+00
9421,2586,1022,0.99,1,0.99,2023-01-04 12:05:54.351954+00
9422,2587,2724,0.99,1,0.99,2023-01-04 12:05:54.352527+00
9423,2587,1,0.99,1,0.99,2023-01-04 12:05:54.353096+00
9424,2587,2887,1.99,1,1.99,2023-01-04 12:05:54.356011+00
9425,2588,1473,0.99,1,0.99,2023-01-04 12:05:54.356835+00
9426,2588,2324,0.99,1,0.99,2023-01-04 12:05:54.357485+00
9427,2589,576,0.99,1,0.99,2023-01-04 12:05:54.358088+00
9428,2590,382,0.99,1,0.99,2023-01-04 12:05:54.358683+00
9429,2590,2569,0.99,1,0.99,2023-01-04 12:05:54.359275+00
9430,2590,2097,0.99,1,0.99,2023-01-04 12:05:54.359853+00
9431,2591,1147,0.99,1,0.99,2023-01-04 12:05:54.360438+00
9432,2591,1007,0.99,1,0.99,2023-01-04 12:05:54.361015+00
9433,2591,1854,0.99,1,0.99,2023-01-04 12:05:54.361596+00
9434,2591,1101,0.99,1,0.99,2023-01-04 12:05:54.362171+00
9435,2591,2878,1.99,1,1.99,2023-01-04 12:05:54.362743+00
9436,2592,75,0.99,1,0.99,2023-01-04 12:05:54.36332+00
9437,2592,218,0.99,1,0.99,2023-01-04 12:05:54.363902+00
9438,2593,1334,0.99,1,0.99,2023-01-04 12:05:54.364477+00
9439,2593,662,0.99,1,0.99,2023-01-04 12:05:54.365061+00
9440,2593,2906,1.99,1,1.99,2023-01-04 12:05:54.365655+00
9441,2593,1425,0.99,1,0.99,2023-01-04 12:05:54.366238+00
9442,2594,2039,0.99,1,0.99,2023-01-04 12:05:54.366821+00
9443,2594,2099,0.99,1,0.99,2023-01-04 12:05:54.367393+00
9444,2594,1547,0.99,1,0.99,2023-01-04 12:05:54.367971+00
9445,2595,2044,0.99,1,0.99,2023-01-04 12:05:54.368546+00
9446,2595,1542,0.99,1,0.99,2023-01-04 12:05:54.371181+00
9447,2595,871,0.99,1,0.99,2023-01-04 12:05:54.372574+00
9448,2595,2999,0.99,1,0.99,2023-01-04 12:05:54.373292+00
9449,2596,1584,0.99,1,0.99,2023-01-04 12:05:54.37403+00
9450,2596,91,0.99,1,0.99,2023-01-04 12:05:54.3751+00
9451,2597,1579,0.99,1,0.99,2023-01-04 12:05:54.375887+00
9452,2598,1497,0.99,1,0.99,2023-01-04 12:05:54.376522+00
9453,2598,2066,0.99,1,0.99,2023-01-04 12:05:54.377123+00
9454,2598,897,0.99,1,0.99,2023-01-04 12:05:54.377723+00
9455,2599,2186,0.99,1,0.99,2023-01-04 12:05:54.378311+00
9456,2599,912,0.99,1,0.99,2023-01-04 12:05:54.378915+00
9457,2599,659,0.99,1,0.99,2023-01-04 12:05:54.379496+00
9458,2599,2377,0.99,1,0.99,2023-01-04 12:05:54.380097+00
9459,2599,769,0.99,1,0.99,2023-01-04 12:05:54.380687+00
9460,2600,1218,0.99,1,0.99,2023-01-04 12:05:54.381264+00
9461,2600,330,0.99,1,0.99,2023-01-04 12:05:54.381972+00
9462,2601,325,0.99,1,0.99,2023-01-04 12:05:54.383132+00
9463,2601,1793,0.99,1,0.99,2023-01-04 12:05:54.384052+00
9464,2602,2638,0.99,1,0.99,2023-01-04 12:05:54.388323+00
9465,2602,1186,0.99,1,0.99,2023-01-04 12:05:54.389705+00
9466,2603,2852,1.99,1,1.99,2023-01-04 12:05:54.390955+00
9467,2603,2831,1.99,1,1.99,2023-01-04 12:05:54.39218+00
9468,2604,791,0.99,1,0.99,2023-01-04 12:05:54.393551+00
9469,2604,2133,0.99,1,0.99,2023-01-04 12:05:54.394353+00
9470,2605,2462,0.99,1,0.99,2023-01-04 12:05:54.395101+00
9471,2605,710,0.99,1,0.99,2023-01-04 12:05:54.395843+00
9472,2605,575,0.99,1,0.99,2023-01-04 12:05:54.396787+00
9473,2605,591,0.99,1,0.99,2023-01-04 12:05:54.397449+00
9474,2606,1838,0.99,1,0.99,2023-01-04 12:05:54.398078+00
9475,2606,1221,0.99,1,0.99,2023-01-04 12:05:54.398679+00
9476,2606,801,0.99,1,0.99,2023-01-04 12:05:54.399276+00
9477,2607,118,0.99,1,0.99,2023-01-04 12:05:54.399893+00
9478,2608,1980,0.99,1,0.99,2023-01-04 12:05:54.400496+00
9479,2608,1331,0.99,1,0.99,2023-01-04 12:05:54.401088+00
9480,2608,1825,0.99,1,0.99,2023-01-04 12:05:54.401683+00
9481,2609,2389,0.99,1,0.99,2023-01-04 12:05:54.402281+00
9482,2609,448,0.99,1,0.99,2023-01-04 12:05:54.402869+00
9483,2609,1587,0.99,1,0.99,2023-01-04 12:05:54.403461+00
9484,2609,756,0.99,1,0.99,2023-01-04 12:05:54.40426+00
9485,2610,2594,0.99,1,0.99,2023-01-04 12:05:54.405185+00
9486,2610,437,0.99,1,0.99,2023-01-04 12:05:54.407982+00
9487,2610,217,0.99,1,0.99,2023-01-04 12:05:54.408952+00
9488,2611,856,0.99,1,0.99,2023-01-04 12:05:54.409576+00
9489,2611,1311,0.99,1,0.99,2023-01-04 12:05:54.410173+00
9490,2611,1936,0.99,1,0.99,2023-01-04 12:05:54.41079+00
9491,2612,2932,0.99,1,0.99,2023-01-04 12:05:54.411367+00
9492,2612,839,0.99,1,0.99,2023-01-04 12:05:54.411951+00
9493,2612,718,0.99,1,0.99,2023-01-04 12:05:54.412591+00
9494,2613,2036,0.99,1,0.99,2023-01-04 12:05:54.413176+00
9495,2613,1597,0.99,1,0.99,2023-01-04 12:05:54.413765+00
9496,2613,355,0.99,1,0.99,2023-01-04 12:05:54.414359+00
9497,2614,772,0.99,1,0.99,2023-01-04 12:05:54.414937+00
9498,2614,1648,0.99,1,0.99,2023-01-04 12:05:54.415514+00
9499,2615,829,0.99,1,0.99,2023-01-04 12:05:54.416118+00
9500,2615,1192,0.99,1,0.99,2023-01-04 12:05:54.416737+00
9501,2615,307,0.99,1,0.99,2023-01-04 12:05:54.417328+00
9502,2616,2417,0.99,1,0.99,2023-01-04 12:05:54.417905+00
9503,2616,1760,0.99,1,0.99,2023-01-04 12:05:54.418478+00
9504,2616,313,0.99,1,0.99,2023-01-04 12:05:54.419055+00
9505,2617,2433,0.99,1,0.99,2023-01-04 12:05:54.41963+00
9506,2618,1595,0.99,1,0.99,2023-01-04 12:05:54.420217+00
9507,2618,557,0.99,1,0.99,2023-01-04 12:05:54.423345+00
9508,2619,2703,0.99,1,0.99,2023-01-04 12:05:54.424122+00
9509,2619,1906,0.99,1,0.99,2023-01-04 12:05:54.424729+00
9510,2620,2218,0.99,1,0.99,2023-01-04 12:05:54.425313+00
9511,2620,2210,0.99,1,0.99,2023-01-04 12:05:54.425888+00
9512,2621,1784,0.99,1,0.99,2023-01-04 12:05:54.426465+00
9513,2622,26,0.99,1,0.99,2023-01-04 12:05:54.427035+00
9514,2623,1362,0.99,1,0.99,2023-01-04 12:05:54.42761+00
9515,2623,717,0.99,1,0.99,2023-01-04 12:05:54.428209+00
9516,2623,211,0.99,1,0.99,2023-01-04 12:05:54.428784+00
9517,2624,1759,0.99,1,0.99,2023-01-04 12:05:54.429365+00
9518,2624,839,0.99,1,0.99,2023-01-04 12:05:54.430132+00
9519,2625,358,0.99,1,0.99,2023-01-04 12:05:54.430992+00
9520,2626,874,0.99,1,0.99,2023-01-04 12:05:54.431607+00
9521,2626,1344,0.99,1,0.99,2023-01-04 12:05:54.4322+00
9522,2626,657,0.99,1,0.99,2023-01-04 12:05:54.432832+00
9523,2626,274,0.99,1,0.99,2023-01-04 12:05:54.433412+00
9524,2627,1911,0.99,1,0.99,2023-01-04 12:05:54.433996+00
9525,2627,2339,0.99,1,0.99,2023-01-04 12:05:54.43458+00
9526,2627,441,0.99,1,0.99,2023-01-04 12:05:54.435165+00
9527,2628,931,0.99,1,0.99,2023-01-04 12:05:54.435748+00
9528,2628,1911,0.99,1,0.99,2023-01-04 12:05:54.436331+00
9529,2628,2034,0.99,1,0.99,2023-01-04 12:05:54.439663+00
9530,2629,892,0.99,1,0.99,2023-01-04 12:05:54.440712+00
9531,2629,1518,0.99,1,0.99,2023-01-04 12:05:54.441665+00
9532,2629,620,0.99,1,0.99,2023-01-04 12:05:54.442266+00
9533,2630,2698,0.99,1,0.99,2023-01-04 12:05:54.442862+00
9534,2630,2905,1.99,1,1.99,2023-01-04 12:05:54.443462+00
9535,2630,2850,1.99,1,1.99,2023-01-04 12:05:54.44404+00
9536,2630,285,0.99,1,0.99,2023-01-04 12:05:54.444618+00
9537,2631,2151,0.99,1,0.99,2023-01-04 12:05:54.445195+00
9538,2631,891,0.99,1,0.99,2023-01-04 12:05:54.44587+00
9539,2631,542,0.99,1,0.99,2023-01-04 12:05:54.446631+00
9540,2631,2756,0.99,1,0.99,2023-01-04 12:05:54.447226+00
9541,2631,129,0.99,1,0.99,2023-01-04 12:05:54.447809+00
9542,2632,192,0.99,1,0.99,2023-01-04 12:05:54.448388+00
9543,2632,2847,1.99,1,1.99,2023-01-04 12:05:54.448957+00
9544,2632,2521,0.99,1,0.99,2023-01-04 12:05:54.449533+00
9545,2633,1698,0.99,1,0.99,2023-01-04 12:05:54.450101+00
9546,2633,646,0.99,1,0.99,2023-01-04 12:05:54.450678+00
9547,2634,1806,0.99,1,0.99,2023-01-04 12:05:54.451261+00
9548,2634,2554,0.99,1,0.99,2023-01-04 12:05:54.451843+00
9549,2634,1346,0.99,1,0.99,2023-01-04 12:05:54.454886+00
9550,2634,2673,0.99,1,0.99,2023-01-04 12:05:54.456142+00
9551,2634,2998,0.99,1,0.99,2023-01-04 12:05:54.457238+00
9552,2635,723,0.99,1,0.99,2023-01-04 12:05:54.4581+00
9553,2635,1735,0.99,1,0.99,2023-01-04 12:05:54.458733+00
9554,2635,190,0.99,1,0.99,2023-01-04 12:05:54.459331+00
9555,2636,2458,0.99,1,0.99,2023-01-04 12:05:54.459924+00
9556,2636,1542,0.99,1,0.99,2023-01-04 12:05:54.460509+00
9557,2636,1465,0.99,1,0.99,2023-01-04 12:05:54.461091+00
9558,2636,1022,0.99,1,0.99,2023-01-04 12:05:54.461723+00
9559,2637,2650,0.99,1,0.99,2023-01-04 12:05:54.462853+00
9560,2638,181,0.99,1,0.99,2023-01-04 12:05:54.463499+00
9561,2638,985,0.99,1,0.99,2023-01-04 12:05:54.4641+00
9562,2638,571,0.99,1,0.99,2023-01-04 12:05:54.464692+00
9563,2638,949,0.99,1,0.99,2023-01-04 12:05:54.465279+00
9564,2639,2763,0.99,1,0.99,2023-01-04 12:05:54.465858+00
9565,2640,2179,0.99,1,0.99,2023-01-04 12:05:54.46644+00
9566,2640,1392,0.99,1,0.99,2023-01-04 12:05:54.467026+00
9567,2641,1046,0.99,1,0.99,2023-01-04 12:05:54.467602+00
9568,2641,2661,0.99,1,0.99,2023-01-04 12:05:54.469917+00
9569,2641,85,0.99,1,0.99,2023-01-04 12:05:54.471262+00
9570,2641,2965,0.99,1,0.99,2023-01-04 12:05:54.472416+00
9571,2642,1694,0.99,1,0.99,2023-01-04 12:05:54.473206+00
9572,2643,2040,0.99,1,0.99,2023-01-04 12:05:54.473839+00
9573,2643,2263,0.99,1,0.99,2023-01-04 12:05:54.474442+00
9574,2643,477,0.99,1,0.99,2023-01-04 12:05:54.475034+00
9575,2644,1620,0.99,1,0.99,2023-01-04 12:05:54.47562+00
9576,2644,1976,0.99,1,0.99,2023-01-04 12:05:54.476207+00
9577,2644,2518,0.99,1,0.99,2023-01-04 12:05:54.476788+00
9578,2644,1327,0.99,1,0.99,2023-01-04 12:05:54.47736+00
9579,2645,1382,0.99,1,0.99,2023-01-04 12:05:54.47811+00
9580,2645,2195,0.99,1,0.99,2023-01-04 12:05:54.478831+00
9581,2645,1917,0.99,1,0.99,2023-01-04 12:05:54.479432+00
9582,2645,21,0.99,1,0.99,2023-01-04 12:05:54.480012+00
9583,2645,2084,0.99,1,0.99,2023-01-04 12:05:54.480588+00
9584,2646,594,0.99,1,0.99,2023-01-04 12:05:54.481169+00
9585,2646,1320,0.99,1,0.99,2023-01-04 12:05:54.481747+00
9586,2646,1602,0.99,1,0.99,2023-01-04 12:05:54.482315+00
9587,2647,199,0.99,1,0.99,2023-01-04 12:05:54.482895+00
9588,2647,835,0.99,1,0.99,2023-01-04 12:05:54.483493+00
9589,2648,479,0.99,1,0.99,2023-01-04 12:05:54.485805+00
9590,2648,603,0.99,1,0.99,2023-01-04 12:05:54.48671+00
9591,2648,694,0.99,1,0.99,2023-01-04 12:05:54.487872+00
9592,2649,849,0.99,1,0.99,2023-01-04 12:05:54.489014+00
9593,2649,2312,0.99,1,0.99,2023-01-04 12:05:54.489714+00
9594,2649,35,0.99,1,0.99,2023-01-04 12:05:54.490323+00
9595,2649,1840,0.99,1,0.99,2023-01-04 12:05:54.490909+00
9596,2649,2887,1.99,1,1.99,2023-01-04 12:05:54.491494+00
9597,2649,75,0.99,1,0.99,2023-01-04 12:05:54.49208+00
9598,2650,2219,0.99,1,0.99,2023-01-04 12:05:54.492673+00
9599,2650,2491,0.99,1,0.99,2023-01-04 12:05:54.493262+00
9600,2650,2946,0.99,1,0.99,2023-01-04 12:05:54.49397+00
9601,2650,1838,0.99,1,0.99,2023-01-04 12:05:54.494745+00
9602,2651,2497,0.99,1,0.99,2023-01-04 12:05:54.495371+00
9603,2651,1469,0.99,1,0.99,2023-01-04 12:05:54.495971+00
9604,2651,638,0.99,1,0.99,2023-01-04 12:05:54.496552+00
9605,2651,189,0.99,1,0.99,2023-01-04 12:05:54.497139+00
9606,2652,2261,0.99,1,0.99,2023-01-04 12:05:54.497724+00
9607,2652,1761,0.99,1,0.99,2023-01-04 12:05:54.498317+00
9608,2652,2916,1.99,1,1.99,2023-01-04 12:05:54.498911+00
9609,2653,1677,0.99,1,0.99,2023-01-04 12:05:54.499498+00
9610,2654,97,0.99,1,0.99,2023-01-04 12:05:54.501676+00
9611,2654,2848,1.99,1,1.99,2023-01-04 12:05:54.502609+00
9612,2654,1276,0.99,1,0.99,2023-01-04 12:05:54.503266+00
9613,2655,1073,0.99,1,0.99,2023-01-04 12:05:54.504103+00
9614,2655,627,0.99,1,0.99,2023-01-04 12:05:54.505554+00
9615,2655,1713,0.99,1,0.99,2023-01-04 12:05:54.506414+00
9616,2655,335,0.99,1,0.99,2023-01-04 12:05:54.507064+00
9617,2656,2677,0.99,1,0.99,2023-01-04 12:05:54.507661+00
9618,2656,1408,0.99,1,0.99,2023-01-04 12:05:54.508239+00
9619,2656,127,0.99,1,0.99,2023-01-04 12:05:54.508827+00
9620,2657,328,0.99,1,0.99,2023-01-04 12:05:54.509407+00
9621,2657,18,0.99,1,0.99,2023-01-04 12:05:54.510156+00
9622,2657,1164,0.99,1,0.99,2023-01-04 12:05:54.510868+00
9623,2658,2603,0.99,1,0.99,2023-01-04 12:05:54.511462+00
9624,2658,526,0.99,1,0.99,2023-01-04 12:05:54.512051+00
9625,2658,1085,0.99,1,0.99,2023-01-04 12:05:54.512637+00
9626,2658,1406,0.99,1,0.99,2023-01-04 12:05:54.513221+00
9627,2658,917,0.99,1,0.99,2023-01-04 12:05:54.513811+00
9628,2658,2963,0.99,1,0.99,2023-01-04 12:05:54.514387+00
9629,2658,1508,0.99,1,0.99,2023-01-04 12:05:54.514982+00
9630,2659,1879,0.99,1,0.99,2023-01-04 12:05:54.515578+00
9631,2659,2531,0.99,1,0.99,2023-01-04 12:05:54.517802+00
9632,2659,751,0.99,1,0.99,2023-01-04 12:05:54.518738+00
9633,2659,1778,0.99,1,0.99,2023-01-04 12:05:54.519431+00
9634,2659,1320,0.99,1,0.99,2023-01-04 12:05:54.520051+00
9635,2660,2987,0.99,1,0.99,2023-01-04 12:05:54.521067+00
9636,2660,2995,0.99,1,0.99,2023-01-04 12:05:54.522327+00
9637,2660,1385,0.99,1,0.99,2023-01-04 12:05:54.523034+00
9638,2660,627,0.99,1,0.99,2023-01-04 12:05:54.523649+00
9639,2660,2726,0.99,1,0.99,2023-01-04 12:05:54.524236+00
9640,2660,1320,0.99,1,0.99,2023-01-04 12:05:54.524828+00
9641,2661,2461,0.99,1,0.99,2023-01-04 12:05:54.525409+00
9642,2661,1966,0.99,1,0.99,2023-01-04 12:05:54.526165+00
9643,2661,654,0.99,1,0.99,2023-01-04 12:05:54.526878+00
9644,2661,487,0.99,1,0.99,2023-01-04 12:05:54.527511+00
9645,2662,2415,0.99,1,0.99,2023-01-04 12:05:54.528102+00
9646,2662,2907,1.99,1,1.99,2023-01-04 12:05:54.528689+00
9647,2663,1206,0.99,1,0.99,2023-01-04 12:05:54.529266+00
9648,2663,167,0.99,1,0.99,2023-01-04 12:05:54.529851+00
9649,2663,2373,0.99,1,0.99,2023-01-04 12:05:54.530434+00
9650,2664,2040,0.99,1,0.99,2023-01-04 12:05:54.531023+00
9651,2664,2221,0.99,1,0.99,2023-01-04 12:05:54.531606+00
9652,2664,1922,0.99,1,0.99,2023-01-04 12:05:54.534069+00
9653,2664,2913,1.99,1,1.99,2023-01-04 12:05:54.53543+00
9654,2665,2274,0.99,1,0.99,2023-01-04 12:05:54.53625+00
9655,2665,730,0.99,1,0.99,2023-01-04 12:05:54.536865+00
9656,2666,2303,0.99,1,0.99,2023-01-04 12:05:54.53794+00
9657,2666,1040,0.99,1,0.99,2023-01-04 12:05:54.539018+00
9658,2666,2208,0.99,1,0.99,2023-01-04 12:05:54.539769+00
9659,2666,2652,0.99,1,0.99,2023-01-04 12:05:54.540389+00
9660,2667,2372,0.99,1,0.99,2023-01-04 12:05:54.540976+00
9661,2667,2806,0.99,1,0.99,2023-01-04 12:05:54.541584+00
9662,2668,1357,0.99,1,0.99,2023-01-04 12:05:54.542436+00
9663,2669,1914,0.99,1,0.99,2023-01-04 12:05:54.543111+00
9664,2669,1105,0.99,1,0.99,2023-01-04 12:05:54.543716+00
9665,2669,2947,0.99,1,0.99,2023-01-04 12:05:54.544302+00
9666,2670,2875,1.99,1,1.99,2023-01-04 12:05:54.544883+00
9667,2670,2200,0.99,1,0.99,2023-01-04 12:05:54.54547+00
9668,2671,392,0.99,1,0.99,2023-01-04 12:05:54.546053+00
9669,2671,313,0.99,1,0.99,2023-01-04 12:05:54.546634+00
9670,2672,507,0.99,1,0.99,2023-01-04 12:05:54.547231+00
9671,2672,331,0.99,1,0.99,2023-01-04 12:05:54.549314+00
9672,2672,1161,0.99,1,0.99,2023-01-04 12:05:54.550219+00
9673,2672,1335,0.99,1,0.99,2023-01-04 12:05:54.550942+00
9674,2672,1963,0.99,1,0.99,2023-01-04 12:05:54.551549+00
9675,2673,2429,0.99,1,0.99,2023-01-04 12:05:54.55214+00
9676,2673,2359,0.99,1,0.99,2023-01-04 12:05:54.552718+00
9677,2673,2180,0.99,1,0.99,2023-01-04 12:05:54.553298+00
9678,2673,1323,0.99,1,0.99,2023-01-04 12:05:54.554177+00
9679,2674,2850,1.99,1,1.99,2023-01-04 12:05:54.555684+00
9680,2674,1453,0.99,1,0.99,2023-01-04 12:05:54.557001+00
9681,2674,1267,0.99,1,0.99,2023-01-04 12:05:54.560145+00
9682,2674,1111,0.99,1,0.99,2023-01-04 12:05:54.560957+00
9683,2674,2859,1.99,1,1.99,2023-01-04 12:05:54.561567+00
9684,2674,1881,0.99,1,0.99,2023-01-04 12:05:54.562159+00
9685,2675,761,0.99,1,0.99,2023-01-04 12:05:54.562751+00
9686,2675,812,0.99,1,0.99,2023-01-04 12:05:54.563337+00
9687,2675,572,0.99,1,0.99,2023-01-04 12:05:54.563919+00
9688,2675,769,0.99,1,0.99,2023-01-04 12:05:54.564495+00
9689,2675,1257,0.99,1,0.99,2023-01-04 12:05:54.565067+00
9690,2675,1903,0.99,1,0.99,2023-01-04 12:05:54.565696+00
9691,2675,270,0.99,1,0.99,2023-01-04 12:05:54.566513+00
9692,2675,150,0.99,1,0.99,2023-01-04 12:05:54.567152+00
9693,2676,58,0.99,1,0.99,2023-01-04 12:05:54.567741+00
9694,2676,1510,0.99,1,0.99,2023-01-04 12:05:54.568324+00
9695,2676,2669,0.99,1,0.99,2023-01-04 12:05:54.568903+00
9696,2676,2265,0.99,1,0.99,2023-01-04 12:05:54.569482+00
9697,2677,150,0.99,1,0.99,2023-01-04 12:05:54.570051+00
9698,2677,1115,0.99,1,0.99,2023-01-04 12:05:54.571013+00
9699,2677,1124,0.99,1,0.99,2023-01-04 12:05:54.572869+00
9700,2678,134,0.99,1,0.99,2023-01-04 12:05:54.576452+00
9701,2678,736,0.99,1,0.99,2023-01-04 12:05:54.577481+00
9702,2678,2252,0.99,1,0.99,2023-01-04 12:05:54.57812+00
9703,2679,748,0.99,1,0.99,2023-01-04 12:05:54.578729+00
9704,2679,1966,0.99,1,0.99,2023-01-04 12:05:54.579319+00
9705,2680,1209,0.99,1,0.99,2023-01-04 12:05:54.57991+00
9706,2680,10,0.99,1,0.99,2023-01-04 12:05:54.580514+00
9707,2680,1332,0.99,1,0.99,2023-01-04 12:05:54.581101+00
9708,2681,2503,0.99,1,0.99,2023-01-04 12:05:54.581749+00
9709,2681,761,0.99,1,0.99,2023-01-04 12:05:54.582577+00
9710,2681,2440,0.99,1,0.99,2023-01-04 12:05:54.583209+00
9711,2681,1679,0.99,1,0.99,2023-01-04 12:05:54.583807+00
9712,2681,980,0.99,1,0.99,2023-01-04 12:05:54.58439+00
9713,2682,909,0.99,1,0.99,2023-01-04 12:05:54.584973+00
9714,2682,1434,0.99,1,0.99,2023-01-04 12:05:54.585552+00
9715,2682,1599,0.99,1,0.99,2023-01-04 12:05:54.586141+00
9716,2682,1561,0.99,1,0.99,2023-01-04 12:05:54.586718+00
9717,2683,559,0.99,1,0.99,2023-01-04 12:05:54.587812+00
9718,2683,1143,0.99,1,0.99,2023-01-04 12:05:54.589026+00
9719,2683,2860,1.99,1,1.99,2023-01-04 12:05:54.592684+00
9720,2683,1605,0.99,1,0.99,2023-01-04 12:05:54.593873+00
9721,2684,1915,0.99,1,0.99,2023-01-04 12:05:54.594534+00
9722,2684,262,0.99,1,0.99,2023-01-04 12:05:54.59515+00
9723,2684,1946,0.99,1,0.99,2023-01-04 12:05:54.595758+00
9724,2685,2179,0.99,1,0.99,2023-01-04 12:05:54.596355+00
9725,2685,2211,0.99,1,0.99,2023-01-04 12:05:54.596951+00
9726,2685,15,0.99,1,0.99,2023-01-04 12:05:54.597547+00
9727,2685,2458,0.99,1,0.99,2023-01-04 12:05:54.598363+00
9728,2685,949,0.99,1,0.99,2023-01-04 12:05:54.599061+00
9729,2685,1271,0.99,1,0.99,2023-01-04 12:05:54.599674+00
9730,2686,283,0.99,1,0.99,2023-01-04 12:05:54.600267+00
9731,2686,2911,1.99,1,1.99,2023-01-04 12:05:54.60086+00
9732,2686,1970,0.99,1,0.99,2023-01-04 12:05:54.601447+00
9733,2687,1472,0.99,1,0.99,2023-01-04 12:05:54.602029+00
9734,2687,371,0.99,1,0.99,2023-01-04 12:05:54.60262+00
9735,2687,2976,0.99,1,0.99,2023-01-04 12:05:54.60321+00
9736,2687,2871,1.99,1,1.99,2023-01-04 12:05:54.604046+00
9737,2687,1560,0.99,1,0.99,2023-01-04 12:05:54.60565+00
9738,2688,2199,0.99,1,0.99,2023-01-04 12:05:54.607045+00
9739,2688,1575,0.99,1,0.99,2023-01-04 12:05:54.610406+00
9740,2688,210,0.99,1,0.99,2023-01-04 12:05:54.611211+00
9741,2688,2212,0.99,1,0.99,2023-01-04 12:05:54.61184+00
9742,2689,950,0.99,1,0.99,2023-01-04 12:05:54.612453+00
9743,2689,330,0.99,1,0.99,2023-01-04 12:05:54.613042+00
9744,2689,365,0.99,1,0.99,2023-01-04 12:05:54.613641+00
9745,2690,1193,0.99,1,0.99,2023-01-04 12:05:54.614505+00
9746,2690,174,0.99,1,0.99,2023-01-04 12:05:54.615177+00
9747,2691,2322,0.99,1,0.99,2023-01-04 12:05:54.615778+00
9748,2691,372,0.99,1,0.99,2023-01-04 12:05:54.616375+00
9749,2691,1094,0.99,1,0.99,2023-01-04 12:05:54.616958+00
9750,2691,2871,1.99,1,1.99,2023-01-04 12:05:54.617547+00
9751,2692,65,0.99,1,0.99,2023-01-04 12:05:54.618137+00
9752,2692,2130,0.99,1,0.99,2023-01-04 12:05:54.618716+00
9753,2693,1225,0.99,1,0.99,2023-01-04 12:05:54.619306+00
9754,2693,1231,0.99,1,0.99,2023-01-04 12:05:54.61989+00
9755,2693,2198,0.99,1,0.99,2023-01-04 12:05:54.620774+00
9756,2693,1383,0.99,1,0.99,2023-01-04 12:05:54.622599+00
9757,2693,2146,0.99,1,0.99,2023-01-04 12:05:54.624926+00
9758,2694,2363,0.99,1,0.99,2023-01-04 12:05:54.626004+00
9759,2695,1133,0.99,1,0.99,2023-01-04 12:05:54.626629+00
9760,2695,517,0.99,1,0.99,2023-01-04 12:05:54.627222+00
9761,2695,419,0.99,1,0.99,2023-01-04 12:05:54.627807+00
9762,2696,2858,1.99,1,1.99,2023-01-04 12:05:54.628384+00
9763,2696,1874,0.99,1,0.99,2023-01-04 12:05:54.62896+00
9764,2696,1843,0.99,1,0.99,2023-01-04 12:05:54.629541+00
9765,2696,2654,0.99,1,0.99,2023-01-04 12:05:54.630313+00
9766,2697,1136,0.99,1,0.99,2023-01-04 12:05:54.631006+00
